,장소,주차장수,면수,주차장수 대비 면수
362,서울특별시 강남구 일원동 731-1,0.0,0.0,0.0
363,서울특별시 강남구 대치동 890-59번지,12.0,2975.0,247.91666666666666
364,서울특별시 강남구 역삼동 824-11,32.0,3155.0,98.59375
365,서울특별시 강남구 대치동 902,10.0,2905.0,290.5
366,서울특별시 강남구 청담동 90-19,2.0,56.0,28.0
367,서울특별시 강남구 역삼동 649-1,33.0,3214.0,97.39393939393939
368,서울특별시 강남구 신사동 522-1,12.0,423.0,35.25
369,서울특별시 강남구 압구정동 449,4.0,442.0,110.5
370,서울특별시 강남구 신사동 649-9,2.0,75.0,37.5
371,서울특별시 강남구 역삼동 835-67,5.0,691.0,138.2
372,서울특별시 강남구 대치동 891-27,11.0,2781.0,252.8181818181818
373,서울특별시 강남구 논현동 248-1,12.0,1342.0,111.83333333333333
374,서울특별시 강남구 역삼동 722-4,9.0,2543.0,282.55555555555554
375,서울특별시 강남구 대치2동 신학철피부과의원 부근,0.0,0.0,0.0
376,서울특별시 강남구 도곡동 957-11,1.0,363.0,363.0
377,서울특별시 강남구 삼성동 149-33,4.0,3076.0,769.0
378,서울특별시 강남구 역삼동 642-9,8.0,1918.0,239.75
379,서울특별시 강남구 대치동 890,12.0,2975.0,247.91666666666666
380,서울특별시 강남구 논현동 봉은사로 129 주변,16.0,1141.0,71.3125
381,서울특별시 강남구 수서동 746,1.0,2850.0,2850.0
382,서울특별시 강남구 자곡동 447-14,0.0,0.0,0.0
383,서울특별시 강남구 청담동 도산대로 529 주변,5.0,705.0,141.0
384,서울특별시 강남구 역삼동 823-33,29.0,3086.0,106.41379310344827
385,서울특별시 강남구 대치동 944-31,13.0,6634.0,510.3076923076923
386,서울특별시 강남구 대치동 역삼로 438 주변,5.0,1982.0,396.4
387,서울특별시 강남구 청담동 압구정로75길 6 주변,2.0,31.0,15.5
388,서울특별시 강남구 신사동 501-5,8.0,615.0,76.875
389,서울특별시 강남구 자곡동 600,0.0,0.0,0.0
390,서울특별시 강남구 대치동 601-1,1.0,26.0,26.0
391,서울특별시 강남구 수서동 173,0.0,0.0,0.0
392,서울특별시 강남구 역삼동 713,10.0,1489.0,148.9
393,서울특별시 강남구 논현동 127-14,10.0,600.0,60.0
394,서울특별시 강남구 대치동 1026,3.0,249.0,83.0
395,서울특별시 강남구 삼성동 테헤란로87길 58 주변,5.0,3015.0,603.0
396,서울특별시 강남구 청담동 127-31,4.0,694.0,173.5
397,서울특별시 강남구 삼성동 삼성동 159-9 주변,9.0,4321.0,480.1111111111111
398,서울특별시 강남구 역삼동 819,33.0,3080.0,93.33333333333333
399,서울특별시 강남구 신사동 663-2,1.0,45.0,45.0
400,서울특별시 강남구 청담동 77,2.0,31.0,15.5
401,서울특별시 강남구 신사동 658-1,1.0,45.0,45.0
402,서울특별시 강남구 역삼동 700-16,11.0,2516.0,228.72727272727272
403,서울특별시 강남구 도곡동 도곡로 142 주변,5.0,1024.0,204.8
404,서울특별시 강남구 신사동 644,2.0,110.0,55.0
405,서울특별시 강남구 논현동 142-5,18.0,660.0,36.666666666666664
406,서울특별시 강남구 논현동 64-25,10.0,1021.0,102.1
407,서울특별시 강남구 도곡동 515-17,0.0,0.0,0.0
408,서울특별시 강남구 압구정동 압구정동 459 주변,1.0,65.0,65.0
409,서울특별시 강남구 역삼동 703-9,13.0,2662.0,204.76923076923077
410,서울특별시 강남구 청담동 학동로 63길 14 주변,7.0,949.0,135.57142857142858
411,서울특별시 강남구 대치동 899,11.0,1826.0,166.0
412,서울특별시 강남구 신사동 620,7.0,770.0,110.0
413,서울특별시 강남구 대치동 삼성로 301 주변,2.0,111.0,55.5
414,서울특별시 강남구 대치동 대치동 504 주변,0.0,0.0,0.0
415,서울특별시 강남구 논현동 279-67,11.0,1069.0,97.18181818181819
416,서울특별시 강남구 도곡동 도곡동 944-8 주변,4.0,984.0,246.0
417,서울특별시 강남구 압구정동 451,7.0,626.0,89.42857142857143
418,서울특별시 강남구 신사동 609-2,9.0,1472.0,163.55555555555554
419,서울특별시 강남구 논현동 82-20,14.0,1490.0,106.42857142857143
420,서울특별시 강남구 논현동 학동로 342 주변,11.0,1043.0,94.81818181818181
421,서울특별시 강남구 신사동 568-2,11.0,1504.0,136.72727272727272
422,서울특별시 강남구 청담동 압구정로75길 6,2.0,31.0,15.5
423,서울특별시 강남구 역삼동 735,27.0,3334.0,123.48148148148148
424,서울특별시 강남구 개포동 서울 강남구 개포로 516,0.0,0.0,0.0
425,서울특별시 강남구 역삼동 827-15,28.0,2919.0,104.25
426,서울특별시 강남구 수서동 214-3,0.0,0.0,0.0
427,서울특별시 강남구 논현동 6,12.0,373.0,31.083333333333332
428,서울특별시 강남구 논현동 언주로 728 주변,11.0,1096.0,99.63636363636364
429,서울특별시 강남구 신사동 663-5,1.0,45.0,45.0
430,서울특별시 강남구 논현동 도산대로 122 주변,15.0,509.0,33.93333333333333
431,서울특별시 강남구 역삼동 662-13,8.0,1904.0,238.0
432,서울특별시 강남구 대치동 988-5,2.0,111.0,55.5
433,서울특별시 강남구 삼성동 봉은사로114길 30-5 주변,5.0,794.0,158.8
434,서울특별시 강남구 청담동 02월 10일,2.0,54.0,27.0
435,서울특별시 강남구 논현동 196,17.0,1166.0,68.58823529411765
436,서울특별시 강남구 역삼동 704-45,13.0,2662.0,204.76923076923077
437,서울특별시 강남구 대치동 948,11.0,3297.0,299.72727272727275
438,서울특별시 강남구 압구정동 489,0.0,0.0,0.0
439,서울특별시 강남구 개포동 187,0.0,0.0,0.0
440,서울특별시 강남구 대치동 974,2.0,111.0,55.5
441,서울특별시 강남구 삼성동 삼성동 58-2 주변,4.0,724.0,181.0
442,서울특별시 강남구 논현동 149-9,11.0,625.0,56.81818181818182
443,서울특별시 강남구 신사동 577,9.0,1472.0,163.55555555555554
444,서울특별시 강남구 논현동 언주로 634 주변,9.0,936.0,104.0
445,서울특별시 강남구 압구정동 서울 강남구 압구정동 453,3.0,418.0,139.33333333333334
446,서울특별시 강남구 역삼동 668-16,9.0,2649.0,294.3333333333333
447,서울특별시 강남구 신사동 663,1.0,45.0,45.0
448,서울특별시 강남구 삼성동 141-3,12.0,1860.0,155.0
449,서울특별시 강남구 일원동 688,0.0,0.0,0.0
450,서울특별시 강남구 역삼동 666-2,5.0,1972.0,394.4
451,서울특별시 강남구 역삼동 676,12.0,2959.0,246.58333333333334
452,서울특별시 강남구 역삼동 736-24,16.0,2213.0,138.3125
453,서울특별시 강남구 논현동 212-13,9.0,922.0,102.44444444444444
454,서울특별시 강남구 논현동 학동로 204 주변,10.0,948.0,94.8
455,서울특별시 강남구 논현동 107-12,16.0,1903.0,118.9375
456,서울특별시 강남구 역삼동 679-4,9.0,2689.0,298.77777777777777
457,서울특별시 강남구 신사동 603,9.0,1472.0,163.55555555555554
458,서울특별시 강남구 삼성동 149-10,4.0,3076.0,769.0
459,서울특별시 강남구 역삼동 819-10,33.0,3080.0,93.33333333333333
460,서울특별시 강남구 역삼동 779-10,2.0,757.0,378.5
461,서울특별시 강남구 삼성동 140-3,12.0,1925.0,160.41666666666666
462,서울특별시 강남구 논현동 71,15.0,1359.0,90.6
463,서울특별시 강남구 대치동 역삼로 415 주변,4.0,669.0,167.25
464,서울특별시 강남구 역삼동 722-3,10.0,2725.0,272.5
465,서울특별시 강남구 청담동 09월 16일,3.0,130.0,43.333333333333336
466,서울특별시 강남구 역삼동 테헤란로7길 22 주변,28.0,2833.0,101.17857142857143
467,서울특별시 강남구 삼성동 149-8,4.0,3076.0,769.0
468,서울특별시 강남구 삼성동 160-28,5.0,2838.0,567.6
469,서울특별시 강남구 세곡동 587,1.0,45.0,45.0
470,서울특별시 강남구 자곡동 자곡로3길 22 주변,0.0,0.0,0.0
471,서울특별시 강남구 역삼동 653-4,1.0,173.0,173.0
472,서울특별시 강남구 삼성동 168,14.0,5523.0,394.5
473,서울특별시 강남구 역삼동 702-21,12.0,2425.0,202.08333333333334
474,서울특별시 강남구 압구정동 461,0.0,0.0,0.0
475,서울특별시 강남구 역삼동 736-28,13.0,2060.0,158.46153846153845
476,서울특별시 강남구 청담동 압구정로 433 주변,2.0,31.0,15.5
477,서울특별시 강남구 삼성동 학동로88길 5 주변,4.0,379.0,94.75
478,서울특별시 강남구 역삼동 707-34,12.0,2425.0,202.08333333333334
479,서울특별시 강남구 수서동 214-2 srt주변,0.0,0.0,0.0
480,서울특별시 강남구 역삼동 637,22.0,2305.0,104.77272727272727
481,서울특별시 강남구 논현동 16-43,18.0,643.0,35.72222222222222
482,서울특별시 강남구 대치동 889-71,12.0,2975.0,247.91666666666666
483,서울특별시 강남구 압구정동 495,0.0,0.0,0.0
484,서울특별시 강남구 논현동 118-5,13.0,1279.0,98.38461538461539
485,서울특별시 강남구 논현동 121,20.0,669.0,33.45
486,서울특별시 강남구 논현동 69,12.0,1181.0,98.41666666666667
487,서울특별시 강남구 청담동 92,3.0,76.0,25.333333333333332
488,서울특별시 강남구 대치동 889-70,12.0,2975.0,247.91666666666666
489,서울특별시 강남구 역삼동 642-14,9.0,1965.0,218.33333333333334
490,서울특별시 강남구 대치동 891,11.0,2781.0,252.8181818181818
491,서울특별시 강남구 삼성동 10월 18일,9.0,989.0,109.88888888888889
492,서울특별시 강남구 역삼동 636-24,28.0,2833.0,101.17857142857143
493,서울특별시 강남구 대치동 949,10.0,2703.0,270.3
494,서울특별시 강남구 수서동 214-2 srt부근,0.0,0.0,0.0
495,서울특별시 강남구 자곡동 611,0.0,0.0,0.0
496,서울특별시 강남구 대치동 633-16,3.0,249.0,83.0
497,서울특별시 강남구 논현동 105-4,11.0,1324.0,120.36363636363636
498,서울특별시 강남구 수서동 214-2/SRT주변,0.0,0.0,0.0
499,서울특별시 강남구 삼성동 봉은사로 510 주변,3.0,2300.0,766.6666666666666
500,서울특별시 강남구 역삼동 648주변,31.0,2959.0,95.45161290322581
501,서울특별시 강남구 대치동 985,1.0,85.0,85.0
502,서울특별시 강남구 삼성동 171-1,6.0,827.0,137.83333333333334
503,서울특별시 강남구 신사동 662,1.0,45.0,45.0
504,서울특별시 강남구 역삼동 824-17,33.0,3175.0,96.21212121212122
505,서울특별시 강남구 대치동 도곡로78길 22 주변,3.0,249.0,83.0
506,서울특별시 강남구 개포동 서울 강남구 개포동 14-8,0.0,0.0,0.0
507,서울특별시 강남구 도곡동 946,4.0,984.0,246.0
508,서울특별시 강남구 대치동 891-28,11.0,2781.0,252.8181818181818
509,서울특별시 강남구 세곡동 422-20,1.0,45.0,45.0
510,서울특별시 강남구 신사동 656-5,1.0,45.0,45.0
511,서울특별시 강남구 청담동 09월 10일,3.0,130.0,43.333333333333336
512,서울특별시 강남구 일원동 717,0.0,0.0,0.0
513,서울특별시 강남구 신사동 631,7.0,793.0,113.28571428571429
514,서울특별시 강남구 대치동 892,13.0,4028.0,309.84615384615387
515,서울특별시 강남구 논현동 254,9.0,943.0,104.77777777777777
516,서울특별시 강남구 논현동 147-23,22.0,1032.0,46.90909090909091
517,서울특별시 강남구 역삼동 738-6,7.0,1681.0,240.14285714285714
518,서울특별시 강남구 신사동 545-16,13.0,1109.0,85.3076923076923
519,서울특별시 강남구 논현1동 봉은사로 부근,14.0,517.0,36.92857142857143
520,서울특별시 강남구 삼성동 141,12.0,1925.0,160.41666666666666
521,서울특별시 강남구 역삼동 823-16,31.0,3075.0,99.19354838709677
522,서울특별시 강남구 논현2동 상아빌딩 부근,14.0,462.0,33.0
523,서울특별시 강남구 청담동 서울 강남구 청담동 145,2.0,31.0,15.5
524,서울특별시 강남구 논현동 168,21.0,1322.0,62.95238095238095
525,서울특별시 강남구 삼성동 141-8,11.0,1826.0,166.0
526,서울특별시 강남구 대치동 937,1.0,138.0,138.0
527,서울특별시 강남구 논현동 215-14,6.0,463.0,77.16666666666667
528,서울특별시 강남구 대치동 942-5,16.0,6551.0,409.4375
529,서울특별시 강남구 논현동 논현로120길 20 주변,5.0,486.0,97.2
530,서울특별시 강남구 역삼동 722-8,9.0,2543.0,282.55555555555554
531,서울특별시 강남구 역삼동 811,19.0,1227.0,64.57894736842105
532,서울특별시 강남구 논현동 279,7.0,210.0,30.0
533,서울특별시 강남구 수서동 214-2srt,0.0,0.0,0.0
534,서울특별시 강남구 논현동 147-2,16.0,577.0,36.0625
535,서울특별시 강남구 청담동 134-20,4.0,724.0,181.0
536,서울특별시 강남구 신사동 633-3,5.0,437.0,87.4
537,서울특별시 강남구 삼성동 141-10,11.0,1826.0,166.0
538,서울특별시 강남구 역삼동 707-19,13.0,2662.0,204.76923076923077
539,서울특별시 강남구 대치동 1022-4,3.0,249.0,83.0
540,서울특별시 강남구 논현동 74-28,12.0,1262.0,105.16666666666667
541,서울특별시 강남구 역삼동 719-24,10.0,2577.0,257.7
542,서울특별시 강남구 역삼동 635-2,29.0,3132.0,108.0
543,서울특별시 강남구 논현동 187-16,18.0,1220.0,67.77777777777777
544,서울특별시 강남구 역삼동 766-11,1.0,138.0,138.0
545,서울특별시 강남구 도곡동 467-19,2.0,955.0,477.5
546,서울특별시 강남구 논현동 63-14,9.0,991.0,110.11111111111111
547,서울특별시 강남구 압구정동 470,0.0,0.0,0.0
548,서울특별시 강남구 논현동 228-6,1.0,173.0,173.0
549,서울특별시 강남구 논현동 225-6,3.0,424.0,141.33333333333334
550,서울특별시 강남구 대치동 942-10,17.0,6956.0,409.1764705882353
551,서울특별시 강남구 청담동 68-16,5.0,823.0,164.6
552,서울특별시 강남구 역삼동 858,29.0,2525.0,87.06896551724138
553,서울특별시 강남구 신사동 656-13,1.0,45.0,45.0
554,서울특별시 강남구 대치2동 한국외환은행 부근,0.0,0.0,0.0
555,서울특별시 강남구 논현동 175번지,5.0,494.0,98.8
556,서울특별시 강남구 청담동 도산대로 508 주변,3.0,130.0,43.333333333333336
557,서울특별시 강남구 논현동 238-14,14.0,1815.0,129.64285714285714
558,서울특별시 강남구 청담동 115-6,2.0,31.0,15.5
559,서울특별시 강남구 삼성동 142-3,11.0,2669.0,242.63636363636363
560,서울특별시 강남구 역삼동 800-46,8.0,1918.0,239.75
561,서울특별시 강남구 대치동 1008-2,3.0,1402.0,467.3333333333333
562,서울특별시 강남구 신사동 503-2,14.0,426.0,30.428571428571427
563,서울특별시 강남구 수서동 188 srt,0.0,0.0,0.0
564,서울특별시 강남구 대치동 903,9.0,2635.0,292.77777777777777
565,서울특별시 강남구 역삼동 825-18,31.0,3105.0,100.16129032258064
566,서울특별시 강남구 신사동 506-9,12.0,423.0,35.25
567,서울특별시 강남구 일원동 734,0.0,0.0,0.0
568,서울특별시 강남구 논현동 160-11,24.0,1427.0,59.458333333333336
569,서울특별시 강남구 도곡동 452-10,0.0,0.0,0.0
570,서울특별시 강남구 역삼동 810-10,20.0,1320.0,66.0
571,서울특별시 강남구 역삼동 703-8,12.0,2589.0,215.75
572,서울특별시 강남구 일원동 서울 강남구 일원동 709-7,1.0,2850.0,2850.0
573,서울특별시 강남구 논현동 148-22,16.0,741.0,46.3125
574,서울특별시 강남구 삼성동 09월 21일,9.0,873.0,97.0
575,서울특별시 강남구 대치동 1012-15,16.0,6799.0,424.9375
576,서울특별시 강남구 논현동 119,10.0,964.0,96.4
577,서울특별시 강남구 역삼동 823-31,28.0,3046.0,108.78571428571429
578,서울특별시 강남구 삼성동 87,4.0,242.0,60.5
579,서울특별시 강남구 신사동 640-9,0.0,0.0,0.0
580,서울특별시 강남구 일원동 일원동 184-13 주변,0.0,0.0,0.0
581,서울특별시 강남구 역삼동 617-6,20.0,1366.0,68.3
582,서울특별시 강남구 역삼동 604,10.0,1070.0,107.0
583,서울특별시 강남구 논현동 165,20.0,1291.0,64.55
584,서울특별시 강남구 청담동 101-16,2.0,31.0,15.5
585,서울특별시 강남구 압구정동 458 압구정초교,2.0,390.0,195.0
586,서울특별시 강남구 대치동 945-10,15.0,5970.0,398.0
587,서울특별시 강남구 대치동 897-17,11.0,1826.0,166.0
588,서울특별시 강남구 일원동 일원로 33 주변,0.0,0.0,0.0
589,서울특별시 강남구 대치동 890-38,12.0,3011.0,250.91666666666666
590,서울특별시 강남구 율현동 232-4 세곡프라자,0.0,0.0,0.0
591,서울특별시 강남구 삼성동 봉은사로 633 주변,4.0,715.0,178.75
592,서울특별시 강남구 신사동 518-10,12.0,423.0,35.25
593,서울특별시 강남구 논현동 서울 강남구 논현동 279-23,14.0,1463.0,104.5
594,서울특별시 강남구 대치동 946-18,13.0,5611.0,431.61538461538464
595,서울특별시 강남구 역삼동 741-31,24.0,2739.0,114.125
596,서울특별시 강남구 청담동 05월 12일,2.0,31.0,15.5
597,서울특별시 강남구 역삼동 역삼로 310 주변,3.0,455.0,151.66666666666666
598,서울특별시 강남구 신사동 언주로 871 주변,1.0,65.0,65.0
599,서울특별시 강남구 자곡동 자곡동 605 주변,0.0,0.0,0.0
600,서울특별시 강남구 신사동 659-14,1.0,45.0,45.0
601,서울특별시 강남구 신사동 657-20,1.0,45.0,45.0
